time,x,y,z
1.03,4.116840000000029,1.2012000000000032,0.8408399999999734
1.04,4.196010000000031,1.2243000000000044,0.8570099999999725
1.05,4.275934000000033,1.2476200000000057,0.8733339999999716
1.06,4.356612000000035,1.2711600000000072,0.8898119999999707
1.07,4.438044000000036,1.2949200000000087,0.9064439999999698
1.08,4.520230000000037,1.3189000000000104,0.9232299999999689
1.09,4.603170000000038,1.3431000000000122,0.940169999999968
1.1,4.686864000000038,1.367520000000014,0.957263999999967
1.11,4.771312000000038,1.392160000000016,0.9745119999999661
1.12,4.856514000000038,1.4170200000000182,0.9919139999999651
1.1300000000000001,4.9424700000000374,1.4421000000000204,1.0094699999999641
1.1400000000000001,5.029180000000037,1.4674000000000227,1.0271799999999631
1.1500000000000001,5.1166440000000355,1.4929200000000251,1.0450439999999621
1.16,5.204862000000034,1.5186600000000277,1.063061999999961
1.17,5.293834000000032,1.5446200000000303,1.08123399999996
1.18,5.38356000000003,1.570800000000033,1.099559999999959
1.19,5.474040000000028,1.597200000000036,1.118039999999958
1.2,5.565274000000025,1.623820000000039,1.1366739999999569
1.21,5.657262000000022,1.650660000000042,1.1554619999999558
1.22,5.750004000000019,1.6777200000000452,1.1744039999999547
1.23,5.843500000000016,1.7050000000000485,1.1934999999999536
1.24,5.937750000000012,1.7325000000000519,1.2127499999999525
1.25,6.032754000000008,1.7602200000000554,1.2321539999999513
1.26,6.128512000000003,1.788160000000059,1.2517119999999502
1.27,6.225023999999999,1.8163200000000628,1.271423999999949
1.28,6.3222899999999935,1.8447000000000666,1.2912899999999479
1.29,6.420309999999988,1.8733000000000706,1.3113099999999467
1.3,6.519083999999983,1.9021200000000746,1.3314839999999455
1.31,6.618611999999977,1.9311600000000788,1.3518119999999443
1.32,6.71889399999997,1.960420000000083,1.372293999999943
1.33,6.819929999999964,1.9899000000000875,1.3929299999999418
1.34,6.921719999999957,2.019600000000092,1.4137199999999406
1.35,7.02426399999995,2.0495200000000966,1.4346639999999393
1.36,7.127561999999942,2.0796600000001013,1.455761999999938
1.37,7.231613999999935,2.110020000000106,1.4770139999999368
1.3800000000000001,7.336419999999927,2.140600000000111,1.4984199999999355
1.3900000000000001,7.441979999999918,2.171400000000116,1.5199799999999342
1.4000000000000001,7.54829399999991,2.2024200000001213,1.5416939999999328
1.41,7.655361999999901,2.2336600000001265,1.5635619999999315
1.42,7.7631839999998915,2.265120000000132,1.5855839999999302
1.43,7.871759999999882,2.2968000000001374,1.6077599999999288
1.44,7.981089999999872,2.328700000000143,1.6300899999999274
1.45,8.091173999999864,2.3608200000001487,1.652573999999926
1.46,8.202011999999856,2.3931600000001545,1.6752119999999247
1.47,8.313603999999849,2.4257200000001604,1.6980039999999232
1.48,8.425949999999842,2.4585000000001664,1.7209499999999218
1.49,8.539049999999836,2.4915000000001726,1.7440499999999204
1.5,8.65290399999983,2.524720000000179,1.767303999999919
1.51,8.767511999999826,2.558160000000185,1.7907119999999175
1.52,8.882873999999822,2.5918200000001916,1.814273999999916
1.53,8.998989999999818,2.625700000000198,1.8379899999999145
1.54,9.115859999999815,2.659800000000205,1.861859999999913
1.55,9.233483999999812,2.6941200000002117,1.8858839999999115
1.56,9.35186199999981,2.7286600000002186,1.91006199999991
1.57,9.47099399999981,2.7634200000002256,1.9343939999999085
1.58,9.590879999999808,2.7984000000002327,1.958879999999907
1.59,9.711519999999808,2.83360000000024,1.9835199999999054
1.6,9.832913999999809,2.8690200000002473,2.008313999999904
1.61,9.95506199999981,2.9046600000002547,2.033261999999903
1.62,10.077963999999811,2.9405200000002623,2.058363999999902
1.6300000000000001,10.201619999999814,2.97660000000027,2.083619999999901
1.6400000000000001,10.326029999999816,3.0129000000002777,2.1090299999999007
1.6500000000000001,10.45119399999982,3.0494200000002856,2.1345939999999004
1.6600000000000001,10.577111999999824,3.0861600000002936,2.1603119999999003
1.67,10.703783999999828,3.1231200000003017,2.1861839999999004
1.68,10.831209999999833,3.16030000000031,2.2122099999999008
1.69,10.95938999999984,3.197700000000318,2.2383899999999013
1.7,11.088323999999846,3.2353200000003266,2.264723999999902
1.71,11.218011999999852,3.273160000000335,2.291211999999903
1.72,11.34845399999986,3.3112200000003438,2.317853999999904
1.73,11.479649999999868,3.3495000000003525,2.3446499999999055
1.74,11.611599999999877,3.3880000000003614,2.371599999999907
1.75,11.744303999999886,3.4267200000003704,2.398703999999909
1.76,11.877761999999896,3.4656600000003794,2.425961999999911
1.77,12.011973999999906,3.5048200000003886,2.453373999999913
1.78,12.146939999999917,3.544200000000398,2.4809399999999155
1.79,12.282659999999929,3.5838000000004073,2.508659999999918
1.8,12.419133999999941,3.623620000000417,2.536533999999921
1.81,12.556361999999954,3.6636600000004265,2.564561999999924
1.82,12.694343999999967,3.703920000000436,2.5927439999999273
1.83,12.833079999999981,3.744400000000446,2.621079999999931
1.84,12.972569999999996,3.785100000000456,2.6495699999999345
1.85,13.11281400000001,3.826020000000466,2.6782139999999384
1.86,13.253812000000027,3.867160000000476,2.7070119999999425
1.87,13.395564000000043,3.9085200000004865,2.7359639999999468
1.8800000000000001,13.53807000000006,3.950100000000497,2.7650699999999513
1.8900000000000001,13.681330000000077,3.9919000000005074,2.794329999999956
1.9000000000000001,13.825344000000095,4.033920000000518,2.823743999999961
1.9100000000000001,13.970112000000114,4.076160000000528,2.853311999999966
1.92,14.115634000000133,4.118620000000538,2.8830339999999715
1.93,14.261910000000153,4.161300000000548,2.912909999999977
1.94,14.408940000000173,4.204200000000557,2.942939999999983
1.95,14.556724000000195,4.247320000000566,2.9731239999999888
1.96,14.705262000000216,4.290660000000575,3.003461999999995
1.97,14.854554000000238,4.334220000000583,3.0339540000000014
1.98,15.004600000000261,4.378000000000591,3.064600000000008
1.99,15.155400000000284,4.422000000000598,3.095400000000015
2,15.306954000000308,4.466220000000606,3.126354000000022
2.0100000000000002,15.459262000000333,4.5106600000006125,3.157462000000029
2.02,15.612324000000358,4.555320000000619,3.1887240000000365
2.0300000000000002,15.766140000000384,4.600200000000625,3.220140000000044
2.04,15.92071000000041,4.645300000000631,3.251710000000052
2.05,16.076034000000437,4.690620000000637,3.28343400000006
2.06,16.232112000000463,4.736160000000642,3.3153120000000684
2.07,16.38894400000049,4.781920000000647,3.347344000000077
2.08,16.546530000000516,4.827900000000652,3.3795300000000856
2.09,16.704870000000543,4.874100000000656,3.4118700000000945
2.1,16.86396400000057,4.92052000000066,3.4443640000001037
2.11,17.0238120000006,4.967160000000663,3.477012000000113
2.12,17.18441400000063,5.0140200000006665,3.5098140000001226
2.13,17.34577000000066,5.061100000000669,3.5427700000001323
2.14,17.50788000000069,5.108400000000672,3.5758800000001423
2.15,17.67074400000072,5.155920000000674,3.6091440000001525
2.16,17.834362000000752,5.203660000000676,3.642562000000163
2.17,17.998734000000784,5.251620000000678,3.6761340000001734
2.18,18.163860000000817,5.299800000000679,3.7098600000001842
2.19,18.32974000000085,5.34820000000068,3.7437400000001952
2.2,18.496374000000884,5.39682000000068,3.7777740000002065
2.21,18.66376200000092,5.4456600000006805,3.811962000000218
2.22,18.831904000000954,5.49472000000068,3.8463040000002295
2.23,19.00080000000099,5.54400000000068,3.8808000000002414
2.24,19.170450000001026,5.593500000000679,3.9154500000002534
2.25,19.340854000001062,5.643220000000678,3.9502540000002657
2.2600000000000002,19.5120120000011,5.693160000000677,3.985212000000278
2.27,19.683924000001138,5.743320000000675,4.020324000000291
2.2800000000000002,19.856590000001177,5.793700000000673,4.055590000000304
2.29,20.030010000001216,5.84430000000067,4.091010000000318
2.3000000000000003,20.204184000001256,5.895120000000667,4.1265840000003315
2.31,20.379112000001296,5.946160000000664,4.1623120000003455
2.32,20.554794000001337,5.997420000000661,4.19819400000036
2.33,20.73123000000138,6.048900000000657,4.234230000000374
2.34,20.90842000000142,6.100600000000653,4.270420000000389
2.35,21.086364000001463,6.152520000000648,4.3067640000004035
2.36,21.265062000001507,6.2046600000006435,4.3432620000004185
2.37,21.44451400000155,6.257020000000638,4.379914000000434
2.38,21.624720000001595,6.309600000000633,4.416720000000449
2.39,21.80568000000164,6.362400000000627,4.453680000000465
2.4,21.987394000001686,6.415420000000621,4.490794000000481
2.41,22.169862000001732,6.4686600000006145,4.528062000000497
2.42,22.35308400000178,6.522120000000608,4.565484000000513
2.43,22.537060000001826,6.5758000000006005,4.6030600000005295
2.44,22.721790000001874,6.629700000000593,4.640790000000546
2.45,22.907274000001923,6.683820000000585,4.678674000000563
2.46,23.093512000001972,6.738160000000577,4.71671200000058
2.47,23.280504000002022,6.7927200000005685,4.7549040000005975
2.48,23.468250000002072,6.84750000000056,4.793250000000615
2.49,23.656750000002123,6.9025000000005505,4.831750000000633
2.5,23.846004000002175,6.957720000000541,4.870404000000651
2.5100000000000002,24.036012000002227,7.013160000000531,4.909212000000669
2.52,24.22677400000228,7.068820000000521,4.948174000000687
2.5300000000000002,24.418290000002333,7.1247000000005105,4.987290000000706
2.54,24.610560000002387,7.1808000000005,5.026560000000725
2.5500000000000003,24.80358400000244,7.2371200000004885,5.065984000000744
2.56,24.997362000002497,7.293660000000477,5.105562000000763
2.57,25.191894000002552,7.350420000000465,5.145294000000782
2.58,25.38718000000261,7.407400000000453,5.185180000000802
2.59,25.583220000002665,7.46460000000044,5.225220000000822
2.6,25.780014000002723,7.522020000000428,5.265414000000842
2.61,25.97756200000278,7.579660000000414,5.305762000000862
2.62,26.17586400000284,7.637520000000401,5.3462640000008825
2.63,26.3749200000029,7.695600000000387,5.386920000000903
2.64,26.57473000000296,7.753900000000373,5.427730000000924
2.65,26.77529400000302,7.812420000000358,5.468694000000945
2.66,26.97661200000308,7.871160000000343,5.5098120000009665
2.67,27.17868400000314,7.930120000000328,5.551084000000988
2.68,27.381510000003203,7.989300000000313,5.59251000000101
2.69,27.585090000003266,8.048700000000297,5.634090000001032
2.7,27.78942400000333,8.108320000000282,5.675824000001054
2.71,27.994512000003393,8.168160000000267,5.717712000001076
2.72,28.200354000003458,8.228220000000253,5.759754000001099
2.73,28.406950000003523,8.288500000000239,5.8019500000011215
2.74,28.61430000000359,8.349000000000226,5.8443000000011445
2.75,28.822404000003655,8.409720000000213,5.886804000001168
2.7600000000000002,29.03126200000372,8.470660000000201,5.929462000001191
2.77,29.24087400000379,8.53182000000019,5.972274000001215
2.7800000000000002,29.451240000003857,8.593200000000179,6.0152400000012385
2.79,29.662360000003925,8.654800000000169,6.0583600000012625
2.8000000000000003,29.874234000003995,8.716620000000159,6.101634000001287
2.81,30.086862000004064,8.77866000000015,6.145062000001311
2.82,30.300244000004135,8.84092000000014,6.188644000001336
2.83,30.514380000004206,8.903400000000133,6.232380000001361
2.84,30.729270000004277,8.966100000000125,6.276270000001386
2.85,30.94491400000435,9.029020000000118,6.320314000001411
2.86,31.161312000004422,9.092160000000112,6.364512000001437
2.87,31.378464000004495,9.155520000000106,6.408864000001462
2.88,31.59637000000457,9.2191000000001,6.453370000001488
2.89,31.815030000004644,9.282900000000096,6.498030000001514
2.9,32.03444400000472,9.346920000000091,6.542844000001541
2.91,32.2546120000048,9.411160000000088,6.587812000001567
2.92,32.47553400000488,9.475620000000085,6.632934000001594
2.93,32.69721000000496,9.540300000000082,6.678210000001621
2.94,32.91964000000504,9.60520000000008,6.723640000001648
2.95,33.14282400000512,9.670320000000078,6.7692240000016755
2.96,33.3667620000052,9.735660000000077,6.814962000001703
2.97,33.591454000005285,9.801220000000077,6.860854000001731
2.98,33.81690000000537,9.867000000000077,6.906900000001759
2.99,34.04310000000545,9.933000000000078,6.953100000001787
3,34.27005400000554,9.99922000000008,6.9994540000018155
3.0100000000000002,34.49776200000562,10.065660000000081,7.045962000001844
3.02,34.72622400000571,10.132320000000083,7.092624000001873
3.0300000000000002,34.955440000005794,10.199200000000086,7.139440000001902
3.04,35.18541000000588,10.26630000000009,7.186410000001931
3.0500000000000003,35.41613400000597,10.333620000000094,7.233534000001961
3.06,35.647612000006056,10.401160000000099,7.2808120000019905
3.0700000000000003,35.879844000006145,10.468920000000104,7.32824400000202
3.08,36.112830000006234,10.53690000000011,7.3758300000020505
3.09,36.346570000006324,10.605100000000116,7.423570000002081
3.1,36.581064000006414,10.673520000000122,7.471464000002111
3.11,36.816312000006505,10.74216000000013,7.519512000002142
3.12,37.0523140000066,10.811020000000138,7.567714000002173
3.13,37.28907000000669,10.880100000000146,7.616070000002204
3.14,37.52658000000678,10.949400000000155,7.6645800000022355
3.15,37.764844000006875,11.018920000000165,7.713244000002267
3.16,38.00386200000697,11.088660000000175,7.762062000002299
3.17,38.24363400000706,11.158620000000186,7.811034000002331
3.18,38.48416000000716,11.228800000000197,7.860160000002363
3.19,38.725440000007254,11.299200000000209,7.909440000002395
3.2,38.96747400000735,11.369820000000221,7.958874000002428
3.21,39.21026200000745,11.440660000000234,8.008462000002462
3.22,39.453804000007544,11.511720000000247,8.058204000002496
3.23,39.69810000000764,11.583000000000261,8.10810000000253
3.24,39.94315000000774,11.654500000000276,8.158150000002564
3.25,40.18895400000784,11.726220000000291,8.208354000002599
3.2600000000000002,40.43551200000794,11.798160000000307,8.258712000002634
3.27,40.68282400000804,11.870320000000323,8.309224000002668
3.2800000000000002,40.93089000000814,11.94270000000034,8.359890000002704
3.29,41.17971000000824,12.015300000000357,8.410710000002739
3.3000000000000003,41.429284000008344,12.088120000000375,8.461684000002775
3.31,41.67961200000845,12.161160000000393,8.51281200000281
3.3200000000000003,41.93069400000855,12.234420000000412,8.564094000002846
3.33,42.182530000008654,12.307900000000432,8.615530000002883
3.34,42.43512000000876,12.381600000000452,8.66712000000292
3.35,42.688464000008864,12.455520000000472,8.718864000002956
3.36,42.94256200000897,12.529660000000494,8.770762000002993
3.37,43.197414000009076,12.604020000000515,8.82281400000303
3.38,43.45302000000918,12.678600000000538,8.875020000003067
3.39,43.70938000000929,12.75340000000056,8.927380000003104
3.4,43.9664940000094,12.828420000000584,8.979894000003142
3.41,44.224362000009506,12.903660000000608,9.03256200000318
3.42,44.482984000009615,12.979120000000632,9.085384000003218
3.43,44.742360000009725,13.054800000000657,9.138360000003257
3.44,45.002490000009836,13.130700000000683,9.191490000003295
3.45,45.26337400000995,13.20682000000071,9.244774000003334
3.46,45.52501200001006,13.283160000000736,9.298212000003373
3.47,45.78740400001017,13.359720000000763,9.351804000003412
3.48,46.05055000001028,13.436500000000791,9.405550000003451
3.49,46.314450000010396,13.51350000000082,9.459450000003491
3.5,46.57910400001051,13.590720000000848,9.51350400000353
3.5100000000000002,46.844512000010624,13.668160000000878,9.56771200000357
3.52,47.11067400001074,13.745820000000908,9.622074000003611
3.5300000000000002,47.377590000010855,13.823700000000938,9.676590000003651
3.54,47.64526000001097,13.90180000000097,9.731260000003692
3.5500000000000003,47.91368400001109,13.980120000001001,9.786084000003733
3.56,48.182862000011205,14.058660000001034,9.841062000003774
3.5700000000000003,48.45279400001132,14.137420000001066,9.896194000003815
3.58,48.72348000001144,14.2164000000011,9.951480000003857
3.59,48.99492000001156,14.295600000001134,10.006920000003898
3.6,49.26711400001168,14.375020000001168,10.06251400000394
3.61,49.5400620000118,14.454660000001203,10.118262000003982
3.62,49.81376400001192,14.534520000001239,10.174164000004025
3.63,50.08822000001204,14.614600000001275,10.230220000004067
3.64,50.363430000012166,14.694900000001311,10.28643000000411
3.65,50.63939400001229,14.775420000001349,10.342794000004153
3.66,50.91611200001241,14.856160000001386,10.399312000004196
3.67,51.193584000012535,14.937120000001425,10.45598400000424
3.68,51.47181000001266,15.018300000001464,10.512810000004283
3.69,51.750790000012785,15.099700000001503,10.569790000004327
3.7,52.03052400001291,15.181320000001543,10.62692400000437
3.71,52.31101200001304,15.263160000001584,10.684212000004415
3.72,52.59225400001316,15.345220000001625,10.74165400000446
3.73,52.87425000001329,15.427500000001666,10.799250000004504
3.74,53.15700000001342,15.510000000001709,10.857000000004549
3.75,53.44050400001355,15.592720000001751,10.914904000004594
3.7600000000000002,53.724762000013676,15.675660000001795,10.972962000004639
3.77,54.009774000013806,15.758820000001839,11.031174000004684
3.7800000000000002,54.295540000013936,15.842200000001883,11.08954000000473
3.79,54.58206000001407,15.925800000001928,11.148060000004776
3.8000000000000003,54.8693340000142,16.009620000001973,11.206734000004822
3.81,55.15736200001433,16.093660000002018,11.265562000004868
3.8200000000000003,55.44614400001446,16.17792000000206,11.324544000004915
3.83,55.7356800000146,16.262400000002103,11.383680000004961
3.84,56.02597000001473,16.347100000002143,11.442970000005008
3.85,56.317014000014865,16.432020000002183,11.502414000005055
3.86,56.608812000015,16.51716000000222,11.562012000005103
3.87,56.901364000015136,16.602520000002258,11.62176400000515
3.88,57.19467000001527,16.688100000002294,11.681670000005198
3.89,57.48873000001541,16.773900000002328,11.741730000005246
3.9,57.783544000015546,16.85992000000236,11.801944000005294
3.91,58.079112000015684,16.946160000002394,11.862312000005343
3.92,58.37543400001582,17.032620000002424,11.922834000005391
3.93,58.67251000001596,17.119300000002454,11.98351000000544
3.94,58.9703400000161,17.206200000002482,12.044340000005489
3.95,59.26892400001624,17.29332000000251,12.105324000005538
3.96,59.56826200001638,17.380660000002536,12.166462000005588
3.97,59.868354000016524,17.46822000000256,12.227754000005637
3.98,60.169200000016666,17.556000000002584,12.289200000005687
3.99,60.47080000001681,17.644000000002606,12.350800000005737
4,60.77315400001695,17.732220000002627,12.412554000005787
4.01,61.076262000017095,17.820660000002647,12.474462000005838
4.0200000000000005,61.38012400001724,17.909320000002666,12.536524000005889
4.03,61.684740000017385,17.998200000002683,12.59874000000594
4.04,61.99011000001753,18.0873000000027,12.66111000000599
4.05,62.29623400001768,18.176620000002714,12.723634000006042
4.0600000000000005,62.60311200001782,18.266160000002728,12.786312000006093
4.07,62.91074400001797,18.35592000000274,12.849144000006145
4.08,63.21913000001812,18.44590000000275,12.912130000006197
4.09,63.52827000001827,18.53610000000276,12.97527000000625
4.1,63.838164000018416,18.62652000000277,13.038564000006302
4.11,64.14881200001857,18.717160000002778,13.102012000006354
4.12,64.46021400001871,18.808020000002784,13.165614000006407
4.13,64.77237000001885,18.89910000000279,13.22937000000646
4.14,65.085280000019,18.990400000002793,13.293280000006513
4.15,65.39894400001914,19.081920000002796,13.357344000006567
4.16,65.71336200001929,19.173660000002798,13.42156200000662
4.17,66.02853400001943,19.265620000002798,13.485934000006674
4.18,66.34446000001958,19.357800000002797,13.550460000006728
4.19,66.66114000001973,19.450200000002795,13.615140000006782
4.2,66.97857400001988,19.54282000000279,13.679974000006837
4.21,67.29676200002002,19.635660000002787,13.744962000006892
4.22,67.61570400002017,19.72872000000278,13.810104000006946
4.23,67.93540000002032,19.822000000002774,13.875400000007001
4.24,68.25585000002047,19.915500000002766,13.940850000007057
4.25,68.57705400002062,20.009220000002756,14.006454000007112
4.26,68.89901200002078,20.103160000002745,14.072212000007168
4.2700000000000005,69.22172400002093,20.197320000002733,14.138124000007224
4.28,69.54519000002108,20.29170000000272,14.20419000000728
4.29,69.86941000002123,20.386300000002706,14.270410000007336
4.3,70.19438400002139,20.48112000000269,14.336784000007393
4.3100000000000005,70.52011200002154,20.576160000002673,14.40331200000745
4.32,70.8465940000217,20.671420000002655,14.469994000007507
4.33,71.17383000002185,20.766900000002636,14.536830000007564
4.34,71.50182000002201,20.862600000002615,14.603820000007621
4.3500000000000005,71.83056400002216,20.958520000002594,14.670964000007679
4.36,72.16006200002232,21.05466000000257,14.738262000007737
4.37,72.49031400002248,21.151020000002546,14.805714000007795
4.38,72.82132000002264,21.24760000000252,14.873320000007853
4.39,73.1530800000228,21.344400000002494,14.941080000007911
4.4,73.48559400002296,21.441420000002466,15.00899400000797
4.41,73.81886200002312,21.538660000002437,15.077062000008029
4.42,74.15288400002328,21.636120000002407,15.145284000008088
4.43,74.48766000002344,21.733800000002375,15.213660000008147
4.44,74.8231900000236,21.831700000002343,15.282190000008207
4.45,75.15947400002376,21.92982000000231,15.350874000008266
4.46,75.49651200002393,22.028160000002273,15.419712000008326
4.47,75.83430400002409,22.126720000002237,15.488704000008386
4.48,76.17285000002425,22.2255000000022,15.557850000008447
4.49,76.51215000002442,22.32450000000216,15.627150000008507
4.5,76.85220400002459,22.42372000000212,15.696604000008568
4.51,77.19301200002475,22.52316000000208,15.766212000008629
4.5200000000000005,77.53457400002492,22.622820000002037,15.83597400000869
4.53,77.87689000002509,22.722700000001993,15.905890000008752
4.54,78.21996000002525,22.822800000001948,15.975960000008813
4.55,78.56378400002542,22.9231200000019,16.046184000008875
4.5600000000000005,78.90836200002559,23.023660000001854,16.116562000008937
4.57,79.25369400002576,23.124420000001805,16.187094000008997
4.58,79.59978000002593,23.225400000001756,16.257780000009056
4.59,79.9466200000261,23.326600000001704,16.328620000009114
4.6000000000000005,80.29421400002627,23.428020000001652,16.39961400000917
4.61,80.64256200002644,23.5296600000016,16.470762000009223
4.62,80.99166400002662,23.631520000001544,16.542064000009276
4.63,81.34152000002679,23.733600000001488,16.613520000009327
4.64,81.69213000002696,23.83590000000143,16.685130000009377
4.65,82.04349400002714,23.938420000001372,16.756894000009424
4.66,82.39561200002731,24.041160000001312,16.82881200000947
4.67,82.74848400002749,24.14412000000125,16.900884000009516
4.68,83.10211000002766,24.24730000000119,16.97311000000956
4.69,83.45649000002784,24.350700000001126,17.0454900000096
4.7,83.81162400002802,24.45432000000106,17.11802400000964
4.71,84.1675120000282,24.558160000000996,17.19071200000968
4.72,84.52415400002837,24.66222000000093,17.263554000009716
4.73,84.88155000002855,24.76650000000086,17.33655000000975
